key	th	en	cn	ja	km	ko	lo	my	vi	ms	id	fil
staff_name	ชื่อ พนักงาน	Staff Name	员工姓名	スタッフ名	ឈ្មោះបុគ្គលិក	직원 이름	ຊື່ພະນັກງານ	ဝန်ထမ်းအမည်	Tên nhân viên	Staff Name	Staff Name	Staff Name
stand	Stand	Stand	Stand	Stand	Stand	Stand	Stand	Stand	Stand	Stand	Stand	Stand
standard_cost	ต้นทุนมาตรฐาน	Standard Cost	标准成本	標準原価	ថ្លៃដើមស្តង់ដារ	표준 원가	ຕົ້ນທຶນມາດຕະຖານ	စံကုန်ကျစရိတ်	Chi phí tiêu chuẩn	Standard Cost	Standard Cost	Standard Cost
standard_cost_per_unit	ต้นทุนมาตรฐานต่อหน่วย	Standard Cost Per Unit	单位标准成本	単位あたり標準原価	ថ្លៃដើមស្តង់ដារក្នុងមួយឯកតា	단위당 표준 원가	ຕົ້ນທຶນມາດຕະຖານຕໍ່ໜ່ວຍ	ယူနစ်တစ်ခုချင်းစံကုန်ကျစရိတ်	Chi phí tiêu chuẩn mỗi đơn vị	Standard Cost Per Unit	Standard Cost Per Unit	Standard Cost Per Unit
start_by_adding_first_shelf	เริ่มต้นด้วยการเพิ่มชั้นวางแรก	Start by adding your first shelf	从添加第一个货架开始	最初の棚を追加して始めましょう	ចាប់ផ្តើមដោយបន្ថែមធ្នើដំបូង	첫 번째 선반을 추가하여 시작하세요	ເລີ່ມຕົ້ນດ້ວຍການເພີ່ມຊັ້ນວາງທຳອິດ	ပထမဆုံး စင် ထည့်ခြင်းဖြင့် စတင်ပါ	Bắt đầu bằng cách thêm kệ đầu tiên	Start by adding your first shelf	Start by adding your first shelf	Start by adding your first shelf
start_calculate	เริ่มคำนวณ	Start Calculate	开始计算	計算開始	ចាប់ផ្តើមគណនា	계산 시작	ເລີ່ມຄຳນວນ	တွက်ချက်ခြင်း စတင်ပါ	Bắt đầu tính	Start Calculate	Start Calculate	Start Calculate
start_date	วันที่เริ่มต้น	Start Date	开始日期	開始日	កាលបរិច្ឆេទចាប់ផ្តើម	시작일	ວັນທີເລີ່ມຕົ້ນ	စတင်ရက်	Ngày bắt đầu	Start Date	Start Date	Start Date
start_date_must_not_exceed_end_date	วันที่เริ่มต้นต้องไม่เกินวันที่สิ้นสุด	Start date must not exceed end date	开始日期不得超过结束日期	開始日は終了日を超えてはいけません	កាលបរិច្ឆេទចាប់ផ្តើមមិនត្រូវលើសពីកាលបរិច្ឆេទបញ្ចប់	시작일은 종료일을 초과할 수 없습니다	ວັນທີເລີ່ມຕົ້ນຕ້ອງບໍ່ເກີນວັນທີສິ້ນສຸດ	စတင်သည့်ရက်စွဲသည် ပြီးဆုံးသည့်ရက်စွဲထက် မကျော်လွန်ရ	Ngày bắt đầu không được vượt quá ngày kết thúc	Start date must not exceed end date	Start date must not exceed end date	Start date must not exceed end date
start_from_date	เริ่มจากวันที่	Start From Date	从日期开始	日付から開始	ចាប់ផ្តើមពីកាលបរិច្ឆេទ	날짜부터 시작	ເລີ່ມຈາກວັນທີ	ရက်စွဲမှ စတင်သည်	Bắt đầu từ ngày	Mula dari tarikh	Mulai dari tanggal	Mula sa petsa
start_over	เริ่มใหม่	Start Over	重新开始	やり直す	ចាប់ផ្តើមថ្មី	다시 시작	ເລີ່ມໃໝ່	အစကနေ ပြန်စသည်	Bắt đầu lại	Mula semula	Mulai ulang	Magsimulang muli
start_rebuild	เริ่ม Rebuild	Start Rebuild	开始重建	再構築開始	ចាប់ផ្តើម Rebuild	재구축 시작	ເລີ່ມ Rebuild	Rebuild စတင်ပါ	Bắt đầu Rebuild	Start Rebuild	Start Rebuild	Start Rebuild
start_search_products	เริ่มต้นค้นหาสินค้า	Start searching for products	开始搜索产品	商品の検索を開始	ចាប់ផ្តើមស្វែងរកផលិតផល	제품 검색 시작	ເລີ່ມຕົ້ນຄົ້ນຫາສິນຄ້າ	ထုတ်ကုန်များရှာဖွေခြင်းစတင်ပါ	Bắt đầu tìm kiếm sản phẩm	Start searching for products	Start searching for products	Start searching for products
start_transfer	เริ่มโอนข้อมูล	Start Transfer	开始传输	転送開始	ចាប់ផ្តើមផ្ទេរ	전송 시작	ເລີ່ມໂອນຂໍ້ມູນ	လွှဲပြောင်းခြင်း စတင်ပါ	Bắt đầu chuyển	Start Transfer	Start Transfer	Start Transfer
starting	กำลังเริ่มต้น	Starting	正在启动	開始中	កំពុងចាប់ផ្តើម	시작 중	ກຳລັງເລີ່ມຕົ້ນ	စတင်နေသည်	Đang bắt đầu	Starting	Starting	Starting
starting_data_transfer	กำลังเริ่มโอนข้อมูล...	Starting data transfer...	正在开始数据传输...	データ転送を開始中...	កំពុងចាប់ផ្តើមផ្ទេរទិន្នន័យ...	데이터 전송 시작 중...	ກຳລັງເລີ່ມໂອນຂໍ້ມູນ...	ဒေတာလွှဲပြောင်းခြင်း စတင်နေသည်...	Đang bắt đầu chuyển dữ liệu...	Starting data transfer...	Starting data transfer...	Starting data transfer...
starting_report_generation	กำลังเริ่มสร้างรายงาน...	Starting report generation...	开始生成报告...	レポート生成を開始しています...	កំពុងចាប់ផ្តើមបង្កើតរបាយការណ៍...	보고서 생성 시작 중...	ກຳລັງເລີ່ມສ້າງລາຍງານ...	အစီရင်ခံစာဖန်တီးခြင်းစတင်နေသည်...	Đang bắt đầu tạo báo cáo...	Starting report generation...	Starting report generation...	Starting report generation...
statement	รายงานทางการเงิน	Financial statement	财务报表	財務諸表	របាយការណ៍ហិរញ្ញវត្ថុ	재무제표	ລາຍງານການເງິນ	ဘဏ္ဍာရေးရှင်းတမ်း	Báo cáo tài chính	Penyata kewangan	Laporan keuangan	Pahayag sa pananalapi
status	สถานะ	Status	状态	ステータス	ស្ថានភាព	상태	ສະຖານະ	အခြေအနေ	Trạng thái	Status	Status	Katayuan
status_label	สถานะ	Status	状态	ステータス	ស្ថានភាព	상태	ສະຖານະ	အခြေအနေ	Trạng thái	Status	Status	Status
step_1_select_language	ขั้นตอนที่ 1 เลือกภาษา	Step 1 Select Language	步骤 1 选择语言	ステップ 1 言語を選択	ជំហានទី 1 ជ្រើសរើសភាសា	1단계 언어 선택	ຂັ້ນຕອນທີ 1 ເລືອກພາສາ	အဆင့် ၁ ဘာသာစကားရွေးချယ်ပါ	Bước 1 Chọn ngôn ngữ	Step 1 Select Language	Step 1 Select Language	Step 1 Select Language
step_2_enter_shop_name	ขั้นตอนที่ 2 กรอกข้อมูลร้านค้า	Step 2 Enter Shop Information	步骤 2 输入商店信息	ステップ 2 店舗情報を入力	ជំហានទី 2 បញ្ចូលព័ត៌មានហាង	2단계 매장 정보 입력	ຂັ້ນຕອນທີ 2 ປ້ອນຂໍ້ມູນຮ້ານ	အဆင့် ၂ ဆိုင်အချက်အလက်ထည့်ပါ	Bước 2 Nhập thông tin cửa hàng	Step 2 Enter Shop Information	Step 2 Enter Shop Information	Step 2 Enter Shop Information
stock	สต๊อก	Stock	库存	在庫	ស្តុក	재고	ສະຕັອກ	စတော့	Hàng tồn kho	Stok	Stok	Stok
stock adjustment	ปรับปรุงสต็อก	Stock Adjustment	库存调整	在庫調整	ការកែតម្រូវស្តុក	재고 조정	ປັບປຸງສະຕ໊ອກ	စတော့ချိန်ညှိခြင်း	Điều chỉnh tồn kho	Stock Adjustment	Stock Adjustment	Stock Adjustment
stock pickup product	เบิกสินค้า	Pick up Product	提货	商品引き取り	ដកផលិតផល	상품 수령	ເບີກສິນຄ້າ	ကုန်ပစ္စည်းထုတ်ယူ	Lấy hàng	Pick up Product	Pick up Product	Pick up Product
stock receive product	รับสินค้า	Receive Product	收货	商品受け取り	ទទួលផលិតផល	상품 입고	ຮັບສິນຄ້າ	ကုန်ပစ္စည်းလက်ခံ	Nhận hàng	Receive Product	Receive Product	Receive Product
stock return product	รับคืนจากการเบิก	Return from Pickup	退货接收	引き取りからの返品	ការត្រឡប់មកវិញពីការដក	수령 반품	ຮັບຄືນຈາກການເບີກ	ထုတ်ယူမှုမှ ပြန်အမ်းခြင်း	Nhận lại từ việc lấy hàng	Return from Pickup	Return from Pickup	Return from Pickup
stock transfer	โอนสินค้า	Stock Transfer	库存转移	在庫移動	ផ្ទេរស្តុក	재고 이동	ໂອນສິນຄ້າ	စတော့လွှဲပြောင်း	Chuyển kho	Stock Transfer	Stock Transfer	Stock Transfer
stock_adjust	บันทึกปรับปรุงสินค้าหลังตรวจนับ	Stock Adjust	库存调整	在庫調整	កែតម្រូវស្តុក	재고 조정	ປັບສະຕ໊ອກ	ကုန်ပစ္စည်းချိန်ညှိ	Điều chỉnh tồn kho	Pelarasan Stok	Penyesuaian Stok	Pagsasaayos ng Imbentaryo
stock_balance	บันทึกสินค้ายกมา	Stock Balance	库存余额	在庫残高	សមតុល្យស្តុក	재고잔액	ຍອດສິນຄ້າຄົງເຫຼືອ	ကုန်ပစ္စည်းလက်ကျန်	Tồn kho	Baki Stok	Saldo Stok	Balanse ng Stock
stock_balance_by_item	ยอดคงเหลือสินค้าตามรายการ	Stock Balance by Item	按商品库存余额	品目別在庫残高	សមតុល្យស្តុកតាមទំនិញ	품목별 재고 잔액	ຍອດຄົງເຫຼືອສິນຄ້າຕາມລາຍການ	ပစ္စည်းအလိုက်ကုန်ပစ္စည်းလက်ကျန်	Số dư tồn kho theo mặt hàng	Stock Balance by Item	Stock Balance by Item	Stock Balance by Item
stock_balance_by_location	ยอดคงเหลือสินค้าตามพื้นที่	Stock Balance by Location	按位置库存余额	場所別在庫残高	សមតុល្យស្តុកតាមទីតាំង	위치별 재고 잔액	ຍອດຄົງເຫຼືອສິນຄ້າຕາມພື້ນທີ່	တည်နေရာအလိုက်ကုန်ပစ္စည်းလက်ကျန်	Số dư tồn kho theo vị trí	Stock Balance by Location	Stock Balance by Location	Stock Balance by Location
stock_balance_by_warehouse	ยอดคงเหลือสินค้าตามคลัง	Stock Balance by Warehouse	按仓库库存余额	倉庫別在庫残高	សមតុល្យស្តុកតាមឃ្លាំង	창고별 재고 잔액	ຍອດຄົງເຫຼືອສິນຄ້າຕາມຄັງ	ဂိုဒေါင်အလိုက်ကုန်ပစ္စည်းလက်ကျန်	Số dư tồn kho theo kho	Stock Balance by Warehouse	Stock Balance by Warehouse	Stock Balance by Warehouse
